rnd_server_id,label_id,img_count
,,count
0,0,164
0,1,304
0,2,314
0,3,14
0,4,16
0,5,315
0,6,12
0,7,10
0,8,167
0,9,12
1,0,484
1,1,189
1,2,185
1,3,203
1,4,350
1,5,490
1,6,189
1,7,198
1,8,186
1,9,50
2,0,18
2,1,172
2,2,168
2,3,10
2,4,163
2,5,20
2,6,466
2,7,320
2,8,166
2,9,323
3,0,171
3,1,166
3,2,179
3,3,315
3,4,170
3,5,319
3,6,171
3,7,26
3,8,319
3,9,322
4,0,159
4,1,166
4,2,13
4,3,165
4,4,158
4,5,160
4,6,14
4,7,166
4,8,163
4,9,164
5,0,6
5,1,155
5,2,7
5,3,153
5,4,6
5,5,3
5,6,5
5,7,4
5,8,4
5,9,155
6,0,4
6,1,306
6,2,9
6,3,7
6,4,14
6,5,160
6,6,157
6,7,155
6,8,8
6,9,10
7,0,17
7,1,17
7,2,162
7,3,314
7,4,22
7,5,320
7,6,162
7,7,321
7,8,315
7,9,176
8,0,315
8,1,16
8,2,11
8,3,161
8,4,325
8,5,163
8,6,8
8,7,315
8,8,169
8,9,11
9,0,170
9,1,168
9,2,169
9,3,163
9,4,312
9,5,467
9,6,323
9,7,169
9,8,22
9,9,29
10,0,166
10,1,320
10,2,313
10,3,482
10,4,319
10,5,328
10,6,21
10,7,24
10,8,17
10,9,168
11,0,12
11,1,168
11,2,19
11,3,163
11,4,315
11,5,165
11,6,463
11,7,168
11,8,169
11,9,18
12,0,308
12,1,5
12,2,303
12,3,4
12,4,7
12,5,6
12,6,4
12,7,8
12,8,13
12,9,6
13,0,20
13,1,166
13,2,20
13,3,317
13,4,167
13,5,165
13,6,169
13,7,13
13,8,460
13,9,163
14,0,179
14,1,176
14,2,173
14,3,175
14,4,468
14,5,319
14,6,29
14,7,325
14,8,177
14,9,469
15,0,164
15,1,17
15,2,8
15,3,14
15,4,158
15,5,7
15,6,152
15,7,163
15,8,8
15,9,305
16,0,474
16,1,329
16,2,466
16,3,179
16,4,176
16,5,27
16,6,330
16,7,168
16,8,25
16,9,316
17,0,16
17,1,315
17,2,170
17,3,172
17,4,169
17,5,170
17,6,317
17,7,19
17,8,463
17,9,15
18,0,308
18,1,160
18,2,164
18,3,10
18,4,163
18,5,12
18,6,320
18,7,17
18,8,28
18,9,312
19,0,173
19,1,20
19,2,621
19,3,317
19,4,28
19,5,323
19,6,629
19,7,14
19,8,14
19,9,19
20,0,19
20,1,17
20,2,19
20,3,470
20,4,158
20,5,314
20,6,167
20,7,311
20,8,164
20,9,21
21,0,625
21,1,174
21,2,316
21,3,21
21,4,18
21,5,33
21,6,168
21,7,165
21,8,311
21,9,327
22,0,11
22,1,10
22,2,8
22,3,9
22,4,161
22,5,161
22,6,158
22,7,163
22,8,158
22,9,157
23,0,12
23,1,306
23,2,17
23,3,164
23,4,15
23,5,159
23,6,10
23,7,307
23,8,161
23,9,11
24,0,176
24,1,186
24,2,176
24,3,470
24,4,471
24,5,179
24,6,31
24,7,325
24,8,475
24,9,167
25,0,11
25,1,10
25,2,161
25,3,161
25,4,21
25,5,7
25,6,9
25,7,16
25,8,468
25,9,464
26,0,173
26,1,464
26,2,172
26,3,164
26,4,314
26,5,17
26,6,164
26,7,18
26,8,27
26,9,313
27,0,457
27,1,160
27,2,19
27,3,13
27,4,12
27,5,10
27,6,20
27,7,460
27,8,12
27,9,165
28,0,24
28,1,177
28,2,617
28,3,172
28,4,164
28,5,19
28,6,17
28,7,312
28,8,167
28,9,157
29,0,164
29,1,161
29,2,21
29,3,18
29,4,160
29,5,162
29,6,315
29,7,320
29,8,164
29,9,175
