metis_server_id,label_id,img_count
,,count
0,0,252
0,1,248
0,2,246
0,3,248
0,4,248
0,5,255
0,6,248
0,7,249
0,8,250
0,9,246
1,0,251
1,1,248
1,2,247
1,3,250
1,4,248
1,5,253
1,6,251
1,7,247
1,8,252
1,9,243
2,0,250
2,1,248
2,2,250
2,3,246
2,4,249
2,5,253
2,6,252
2,7,248
2,8,246
2,9,248
3,0,250
3,1,248
3,2,246
3,3,249
3,4,253
3,5,248
3,6,249
3,7,252
3,8,248
3,9,247
4,0,245
4,1,254
4,2,248
4,3,245
4,4,252
4,5,249
4,6,252
4,7,248
4,8,245
4,9,252
5,0,251
5,1,251
5,2,249
5,3,251
5,4,252
5,5,248
5,6,250
5,7,247
5,8,246
5,9,245
6,0,246
6,1,248
6,2,254
6,3,247
6,4,248
6,5,247
6,6,251
6,7,251
6,8,249
6,9,249
7,0,252
7,1,248
7,2,244
7,3,253
7,4,244
7,5,249
7,6,249
7,7,244
7,8,251
7,9,256
8,0,248
8,1,251
8,2,250
8,3,251
8,4,252
8,5,249
8,6,250
8,7,245
8,8,248
8,9,246
9,0,247
9,1,244
9,2,256
9,3,246
9,4,247
9,5,254
9,6,249
9,7,248
9,8,248
9,9,251
10,0,246
10,1,249
10,2,253
10,3,248
10,4,246
10,5,250
10,6,250
10,7,252
10,8,246
10,9,250
11,0,254
11,1,246
11,2,250
11,3,245
11,4,248
11,5,249
11,6,245
11,7,253
11,8,249
11,9,251
12,0,252
12,1,245
12,2,243
12,3,249
12,4,252
12,5,250
12,6,247
12,7,250
12,8,251
12,9,251
13,0,248
13,1,247
13,2,247
13,3,250
13,4,251
13,5,247
13,6,253
13,7,248
13,8,250
13,9,249
14,0,250
14,1,259
14,2,251
14,3,254
14,4,247
14,5,245
14,6,244
14,7,245
14,8,249
14,9,246
15,0,244
15,1,245
15,2,254
15,3,247
15,4,252
15,5,247
15,6,250
15,7,249
15,8,254
15,9,248
16,0,250
16,1,246
16,2,249
16,3,251
16,4,245
16,5,244
16,6,249
16,7,249
16,8,254
16,9,253
17,0,249
17,1,254
17,2,250
17,3,247
17,4,249
17,5,249
17,6,245
17,7,251
17,8,249
17,9,247
18,0,248
18,1,249
18,2,248
18,3,249
18,4,245
18,5,247
18,6,247
18,7,257
18,8,249
18,9,251
19,0,243
19,1,251
19,2,248
19,3,248
19,4,250
19,5,250
19,6,249
19,7,252
19,8,251
19,9,248
