rnd_server_id,label_id,img_count
,,count
0,0,137
0,1,135
0,2,134
0,3,134
0,4,131
0,5,132
0,6,132
0,7,133
0,8,130
0,9,130
1,0,227
1,1,231
1,2,234
1,3,231
1,4,238
1,5,230
1,6,232
1,7,235
1,8,232
1,9,234
2,0,186
2,1,182
2,2,183
2,3,184
2,4,181
2,5,182
2,6,183
2,7,179
2,8,181
2,9,185
3,0,211
3,1,216
3,2,218
3,3,215
3,4,217
3,5,214
3,6,216
3,7,214
3,8,219
3,9,218
4,0,134
4,1,131
4,2,132
4,3,132
4,4,132
4,5,134
4,6,136
4,7,130
4,8,133
4,9,134
5,0,50
5,1,50
5,2,48
5,3,49
5,4,48
5,5,51
5,6,50
5,7,52
5,8,51
5,9,49
6,0,86
6,1,83
6,2,82
6,3,80
6,4,83
6,5,80
6,6,82
6,7,86
6,8,82
6,9,86
7,0,184
7,1,180
7,2,185
7,3,179
7,4,182
7,5,183
7,6,183
7,7,184
7,8,182
7,9,184
8,0,151
8,1,148
8,2,151
8,3,148
8,4,150
8,5,152
8,6,151
8,7,148
8,8,148
8,9,147
9,0,202
9,1,196
9,2,201
9,3,199
9,4,199
9,5,200
9,6,201
9,7,201
9,8,198
9,9,195
10,0,215
10,1,215
10,2,215
10,3,215
10,4,214
10,5,223
10,6,215
10,7,216
10,8,217
10,9,213
11,0,164
11,1,166
11,2,166
11,3,165
11,4,170
11,5,167
11,6,166
11,7,166
11,8,164
11,9,166
12,0,64
12,1,65
12,2,67
12,3,72
12,4,66
12,5,65
12,6,65
12,7,65
12,8,66
12,9,69
13,0,165
13,1,164
13,2,163
13,3,164
13,4,168
13,5,165
13,6,166
13,7,170
13,8,169
13,9,166
14,0,247
14,1,247
14,2,248
14,3,250
14,4,249
14,5,250
14,6,251
14,7,247
14,8,252
14,9,249
15,0,100
15,1,100
15,2,100
15,3,100
15,4,99
15,5,98
15,6,98
15,7,99
15,8,99
15,9,103
16,0,253
16,1,249
16,2,252
16,3,251
16,4,246
16,5,249
16,6,246
16,7,247
16,8,250
16,9,247
17,0,180
17,1,184
17,2,185
17,3,187
17,4,187
17,5,178
17,6,182
17,7,183
17,8,179
17,9,181
18,0,148
18,1,149
18,2,148
18,3,149
18,4,152
18,5,148
18,6,150
18,7,150
18,8,152
18,9,148
19,0,215
19,1,220
19,2,212
19,3,214
19,4,215
19,5,217
19,6,215
19,7,215
19,8,219
19,9,216
20,0,164
20,1,165
20,2,166
20,3,164
20,4,166
20,5,166
20,6,168
20,7,167
20,8,167
20,9,167
21,0,214
21,1,218
21,2,214
21,3,214
21,4,215
21,5,217
21,6,217
21,7,216
21,8,217
21,9,216
22,0,97
22,1,99
22,2,100
22,3,98
22,4,98
22,5,103
22,6,100
22,7,101
22,8,100
22,9,100
23,0,115
23,1,116
23,2,116
23,3,115
23,4,121
23,5,114
23,6,117
23,7,116
23,8,116
23,9,116
24,0,268
24,1,269
24,2,266
24,3,267
24,4,260
24,5,269
24,6,263
24,7,261
24,8,265
24,9,268
25,0,137
25,1,132
25,2,131
25,3,137
25,4,134
25,5,132
25,6,132
25,7,132
25,8,131
25,9,130
26,0,183
26,1,185
26,2,184
26,3,182
26,4,179
26,5,183
26,6,181
26,7,183
26,8,182
26,9,184
27,0,131
27,1,134
27,2,136
27,3,132
27,4,131
27,5,131
27,6,136
27,7,132
27,8,133
27,9,132
28,0,184
28,1,185
28,2,183
28,3,183
28,4,183
28,5,183
28,6,181
28,7,185
28,8,181
28,9,178
29,0,164
29,1,165
29,2,163
29,3,164
29,4,164
29,5,167
29,6,165
29,7,172
29,8,170
29,9,166
