metis_server_id,label_id,img_count
,,count
0,0,163
0,1,170
0,2,167
0,3,166
0,4,318
0,5,163
0,6,168
0,7,166
0,8,17
0,9,162
1,0,171
1,1,170
1,2,162
1,3,169
1,4,162
1,5,159
1,6,165
1,7,171
1,8,171
1,9,160
2,0,165
2,1,174
2,2,165
2,3,167
2,4,314
2,5,19
2,6,160
2,7,167
2,8,166
2,9,163
3,0,168
3,1,161
3,2,167
3,3,317
3,4,162
3,5,18
3,6,171
3,7,163
3,8,160
3,9,173
4,0,168
4,1,166
4,2,164
4,3,168
4,4,164
4,5,18
4,6,165
4,7,170
4,8,161
4,9,316
5,0,165
5,1,169
5,2,159
5,3,20
5,4,171
5,5,315
5,6,169
5,7,166
5,8,167
5,9,159
6,0,169
6,1,166
6,2,167
6,3,164
6,4,311
6,5,168
6,6,164
6,7,165
6,8,18
6,9,168
7,0,169
7,1,167
7,2,162
7,3,313
7,4,166
7,5,166
7,6,165
7,7,163
7,8,170
7,9,19
8,0,164
8,1,168
8,2,164
8,3,170
8,4,21
8,5,314
8,6,168
8,7,165
8,8,164
8,9,162
9,0,169
9,1,160
9,2,170
9,3,161
9,4,167
9,5,23
9,6,316
9,7,169
9,8,162
9,9,163
10,0,168
10,1,168
10,2,165
10,3,311
10,4,166
10,5,164
10,6,18
10,7,166
10,8,168
10,9,166
11,0,164
11,1,168
11,2,167
11,3,164
11,4,168
11,5,161
11,6,170
11,7,168
11,8,165
11,9,165
12,0,166
12,1,168
12,2,164
12,3,15
12,4,313
12,5,170
12,6,165
12,7,170
12,8,163
12,9,166
13,0,169
13,1,168
13,2,167
13,3,159
13,4,167
13,5,167
13,6,166
13,7,166
13,8,162
13,9,169
14,0,164
14,1,162
14,2,165
14,3,168
14,4,168
14,5,162
14,6,166
14,7,163
14,8,175
14,9,167
15,0,166
15,1,167
15,2,165
15,3,320
15,4,162
15,5,18
15,6,164
15,7,163
15,8,169
15,9,166
16,0,164
16,1,167
16,2,172
16,3,12
16,4,163
16,5,318
16,6,169
16,7,171
16,8,167
16,9,157
17,0,163
17,1,161
17,2,168
17,3,173
17,4,21
17,5,311
17,6,165
17,7,167
17,8,164
17,9,167
18,0,167
18,1,160
18,2,168
18,3,14
18,4,162
18,5,316
18,6,170
18,7,162
18,8,173
18,9,168
19,0,168
19,1,170
19,2,166
19,3,20
19,4,169
19,5,306
19,6,166
19,7,167
19,8,162
19,9,166
20,0,169
20,1,161
20,2,167
20,3,315
20,4,25
20,5,160
20,6,165
20,7,167
20,8,167
20,9,164
21,0,168
21,1,167
21,2,171
21,3,166
21,4,159
21,5,21
21,6,161
21,7,169
21,8,312
21,9,166
22,0,162
22,1,166
22,2,167
22,3,316
22,4,162
22,5,18
22,6,165
22,7,169
22,8,169
22,9,166
23,0,171
23,1,167
23,2,305
23,3,174
23,4,164
23,5,20
23,6,164
23,7,161
23,8,162
23,9,172
24,0,164
24,1,167
24,2,164
24,3,163
24,4,162
24,5,313
24,6,21
24,7,166
24,8,172
24,9,168
25,0,167
25,1,168
25,2,24
25,3,168
25,4,167
25,5,164
25,6,156
25,7,163
25,8,318
25,9,165
26,0,162
26,1,161
26,2,170
26,3,163
26,4,19
26,5,315
26,6,171
26,7,162
26,8,168
26,9,169
27,0,168
27,1,164
27,2,168
27,3,13
27,4,171
27,5,317
27,6,172
27,7,160
27,8,161
27,9,166
28,0,166
28,1,168
28,2,166
28,3,17
28,4,164
28,5,167
28,6,313
28,7,168
28,8,163
28,9,168
29,0,173
29,1,181
29,2,184
29,3,334
29,4,192
29,5,49
29,6,182
29,7,187
29,8,184
29,9,194
