rnd_server_id,label_id,img_count
,,count
0,0,509
0,1,517
0,2,519
0,3,519
0,4,511
0,5,516
0,6,514
0,7,514
0,8,512
0,9,515
1,0,496
1,1,497
1,2,497
1,3,500
1,4,497
1,5,501
1,6,492
1,7,500
1,8,504
1,9,496
2,0,481
2,1,482
2,2,475
2,3,479
2,4,480
2,5,476
2,6,480
2,7,487
2,8,489
2,9,485
3,0,515
3,1,512
3,2,516
3,3,508
3,4,516
3,5,514
3,6,516
3,7,515
3,8,519
3,9,515
4,0,396
4,1,397
4,2,394
4,3,396
4,4,399
4,5,406
4,6,401
4,7,399
4,8,403
4,9,393
5,0,598
5,1,592
5,2,601
5,3,603
5,4,599
5,5,604
5,6,598
5,7,588
5,8,592
5,9,601
6,0,513
6,1,510
6,2,521
6,3,514
6,4,513
6,5,510
6,6,516
6,7,524
6,8,512
6,9,513
7,0,570
7,1,566
7,2,570
7,3,559
7,4,561
7,5,564
7,6,567
7,7,558
7,8,561
7,9,568
8,0,566
8,1,570
8,2,560
8,3,567
8,4,568
8,5,566
8,6,562
8,7,565
8,8,560
8,9,560
9,0,332
9,1,336
9,2,330
9,3,329
9,4,334
9,5,326
9,6,334
9,7,335
9,8,333
9,9,331
