metis_server_id,label_id,img_count
,,count
0,0,202
0,1,226
0,2,200
0,3,202
0,4,191
0,5,182
0,6,196
0,7,208
0,8,195
0,9,198
1,0,197
1,1,224
1,2,203
1,3,200
1,4,195
1,5,181
1,6,200
1,7,209
1,8,192
1,9,199
2,0,197
2,1,223
2,2,202
2,3,208
2,4,192
2,5,181
2,6,195
2,7,209
2,8,194
2,9,199
3,0,198
3,1,229
3,2,196
3,3,202
3,4,192
3,5,181
3,6,197
3,7,212
3,8,197
3,9,196
4,0,195
4,1,226
4,2,201
4,3,203
4,4,193
4,5,181
4,6,198
4,7,206
4,8,198
4,9,199
5,0,198
5,1,224
5,2,199
5,3,204
5,4,197
5,5,180
5,6,198
5,7,203
5,8,199
5,9,198
6,0,198
6,1,224
6,2,201
6,3,201
6,4,196
6,5,181
6,6,195
6,7,205
6,8,197
6,9,202
7,0,195
7,1,225
7,2,203
7,3,202
7,4,193
7,5,180
7,6,202
7,7,207
7,8,194
7,9,199
8,0,195
8,1,223
8,2,200
8,3,209
8,4,191
8,5,180
8,6,194
8,7,214
8,8,196
8,9,198
9,0,200
9,1,222
9,2,197
9,3,205
9,4,199
9,5,181
9,6,201
9,7,205
9,8,193
9,9,197
10,0,196
10,1,222
10,2,199
10,3,206
10,4,197
10,5,180
10,6,194
10,7,210
10,8,196
10,9,200
11,0,202
11,1,226
11,2,195
11,3,203
11,4,196
11,5,180
11,6,198
11,7,211
11,8,193
11,9,196
12,0,196
12,1,229
12,2,200
12,3,206
12,4,193
12,5,182
12,6,197
12,7,207
12,8,193
12,9,197
13,0,200
13,1,225
13,2,200
13,3,206
13,4,195
13,5,181
13,6,194
13,7,210
13,8,195
13,9,194
14,0,194
14,1,229
14,2,195
14,3,205
14,4,194
14,5,180
14,6,201
14,7,212
14,8,192
14,9,198
15,0,196
15,1,225
15,2,197
15,3,205
15,4,199
15,5,181
15,6,199
15,7,204
15,8,197
15,9,197
16,0,196
16,1,224
16,2,198
16,3,205
16,4,197
16,5,180
16,6,201
16,7,207
16,8,195
16,9,197
17,0,200
17,1,226
17,2,200
17,3,205
17,4,193
17,5,180
17,6,193
17,7,212
17,8,193
17,9,198
18,0,196
18,1,223
18,2,197
18,3,202
18,4,198
18,5,180
18,6,197
18,7,211
18,8,195
18,9,201
19,0,198
19,1,227
19,2,200
19,3,202
19,4,194
19,5,180
19,6,204
19,7,203
19,8,194
19,9,198
20,0,196
20,1,222
20,2,196
20,3,207
20,4,196
20,5,180
20,6,200
20,7,206
20,8,198
20,9,199
21,0,195
21,1,224
21,2,195
21,3,204
21,4,192
21,5,182
21,6,198
21,7,218
21,8,196
21,9,196
22,0,201
22,1,221
22,2,192
22,3,209
22,4,195
22,5,182
22,6,197
22,7,207
22,8,194
22,9,202
23,0,197
23,1,226
23,2,196
23,3,205
23,4,197
23,5,182
23,6,197
23,7,210
23,8,196
23,9,194
24,0,198
24,1,227
24,2,198
24,3,202
24,4,197
24,5,180
24,6,195
24,7,209
24,8,194
24,9,200
25,0,194
25,1,224
25,2,203
25,3,203
25,4,192
25,5,180
25,6,198
25,7,212
25,8,196
25,9,198
26,0,196
26,1,225
26,2,204
26,3,205
26,4,192
26,5,180
26,6,196
26,7,210
26,8,193
26,9,199
27,0,193
27,1,225
27,2,196
27,3,206
27,4,197
27,5,181
27,6,194
27,7,210
27,8,194
27,9,204
28,0,201
28,1,223
28,2,198
28,3,205
28,4,194
28,5,182
28,6,191
28,7,210
28,8,198
28,9,198
29,0,203
29,1,223
29,2,197
29,3,204
29,4,195
29,5,180
29,6,198
29,7,208
29,8,194
29,9,198
