rnd_server_id,label_id,img_count
,,count
0,0,613
0,1,696
0,2,614
0,3,635
0,4,605
0,5,561
0,6,608
0,7,646
0,8,603
0,9,619
1,0,588
1,1,672
1,2,601
1,3,611
1,4,587
1,5,542
1,6,589
1,7,626
1,8,590
1,9,594
2,0,573
2,1,652
2,2,577
2,3,593
2,4,560
2,5,524
2,6,571
2,7,607
2,8,566
2,9,577
3,0,616
3,1,701
3,2,619
3,3,631
3,4,607
3,5,558
3,6,609
3,7,647
3,8,603
3,9,609
4,0,476
4,1,536
4,2,475
4,3,491
4,4,466
4,5,434
4,6,473
4,7,502
4,8,477
4,9,470
5,0,713
5,1,810
5,2,707
5,3,733
5,4,701
5,5,650
5,6,714
5,7,753
5,8,702
5,9,717
6,0,609
6,1,700
6,2,615
6,3,639
6,4,600
6,5,562
6,6,610
6,7,648
6,8,604
6,9,613
7,0,668
7,1,759
7,2,683
7,3,694
7,4,661
7,5,614
7,6,672
7,7,714
7,8,659
7,9,676
8,0,669
8,1,771
8,2,674
8,3,694
8,4,663
8,5,613
8,6,673
8,7,708
8,8,659
8,9,676
9,0,398
9,1,445
9,2,393
9,3,410
9,4,392
9,5,363
9,6,399
9,7,414
9,8,388
9,9,398
