11,1
15,1
20,1
29,1
32,1
35,1
38,1
59,1
60,1
65,1
71,1
80,1
82,1
83,1
90,1
98,1
101,1
140,1
143,1
149,1
155,1
159,1
160,1
170,1
179,1
182,1
201,1
206,1
216,1
219,1
220,1
223,1
226,1
242,1
249,1
252,1
253,1
256,1
266,1
267,1
268,1
277,1
281,1
282,1
285,1
286,1
293,1
297,1
298,1
299,1
302,1
307,1
318,1
321,1
323,1
333,1
339,1
352,1
355,1
357,1
416,1
417,1
432,1
467,1
468,1
499,1
514,1
525,1
529,1
550,1
578,1
609,1
622,1
636,1
648,1
656,1
692,1
699,1
712,1
725,1
758,1
769,1
794,1
795,1
797,1
830,1
834,1
844,1
858,1
859,1
860,1
876,1
880,1
890,1
894,1
900,1
913,1
925,1
928,1
941,1
943,1
954,1
967,1
979,1
988,1
995,1
1007,1
1010,1
1022,1
1026,1
1046,1
1061,1
1065,1
1066,1
1073,1
1084,1
1088,1
1091,1
1096,1
1117,1
1137,1
1139,1
1143,1
1165,1
1175,1
1179,1
1188,1
1191,1
1219,1
1227,1
1246,1
1249,1
1250,1
1263,1
1274,1
1287,1
1303,1
1308,1
1309,1
1311,1
1314,1
1318,1
1319,1
1335,1
1347,1
1354,1
1376,1
1378,1
1386,1
1390,1
1392,1
1408,1
1415,1
1424,1
1427,1
1440,1
1462,1
1471,1
1472,1
1506,1
1516,1
1558,1
1564,1
1569,1
1578,1
1589,1
1602,1
1606,1
1620,1
1641,1
1656,1
1675,1
1680,1
1700,1
1709,1
1713,1
1731,1
1738,1
1747,1
1754,1
1761,1
1773,1
1784,1
1792,1
1801,1
1812,1
1826,1
1830,1
1853,1
1870,1
1872,1
1875,1
1876,1
1884,1
1886,1
1891,1
1921,1
1930,1
1933,1
1934,1
1938,1
1939,1
1950,1
1952,1
1962,1
1964,1
1977,1
1989,1
1993,1
2002,1
2003,1
2007,1
2012,1
2028,1
2036,1
2046,1
2055,1
2063,1
2103,1
2114,1
2117,1
2144,1
2145,1
2147,1
2151,1
2166,1
2168,1
2173,1
2185,1
2193,1
2204,1
2215,1
2244,1
2245,1
2251,1
2271,1
2305,1
2318,1
2335,1
2341,1
2345,1
2351,1
2364,1
2369,1
2370,1
2374,1
2383,1
2389,1
2405,1
2408,1
2410,1
2440,1
2442,1
2462,1
2481,1
2497,1
2500,1
2505,1
2513,1
2523,1
2524,1
2529,1
2536,1
2542,1
2548,1
2553,1
2557,1
2574,1
2581,1
2583,1
2585,1
2598,1
2610,1
2611,1
2621,1
2622,1
2633,1
2657,1
2687,1
2696,1
2704,1
2724,1
2731,1
2734,1
2737,1
2761,1
2777,1
2794,1
2796,1
2827,1
2828,1
2831,1
2837,1
2863,1
2872,1
2887,1
2904,1
2932,1
2948,1
2995,1
3001,2.760254
